period,n_months,monthly_skew,monthly_kurtosis,PSR_vs_0,ann_sharpe,iid_bootstrap_CI_lo,iid_bootstrap_CI_hi,stationary_block_bootstrap_CI_lo,stationary_block_bootstrap_CI_hi
IS,152,-0.6054355192128845,4.9112248650380845,0.8102324985658131,0.2537944706438685,-0.29268023074596294,0.8374789742851924,-0.19103218027862742,0.7758567380377616
OOS,78,-1.2192532965326943,6.512277195497011,0.933975670919637,0.6752968684407686,-0.09909659363904127,1.6901172996443325,-0.1010916938491995,1.64320160318043
