date,longs,shorts,carry_gross,carry_net,turnover,bm_gross,bm_net
2009-12-31,"AUD,NOK,NZD","CAD,JPY,SEK",0.01044472168002515,0.01044472168002515,0.0,-0.023589376012425625,-0.023589376012425625
2010-01-31,"AUD,NOK,NZD","CAD,JPY,SEK",-0.006524866974615571,-0.006524866974615571,0.0,-0.018953467607509735,-0.018953467607509735
2010-02-28,"AUD,NOK,NZD","CAD,JPY,SEK",-0.008635998575669285,-0.008635998575669285,0.0,0.0005843692685562433,0.0005843692685562433
2010-03-31,"AUD,NOK,NZD","CAD,JPY,SEK",0.010313328906338997,0.010313328906338997,0.0,0.0007553966304581309,0.0007553966304581309
2010-04-30,"AUD,NOK,NZD","CAD,JPY,SEK",0.010198051322110173,0.010198051322110173,0.0,0.0008159744565088772,0.0008159744565088772
2010-05-31,"AUD,NOK,NZD","CAD,JPY,SEK",-0.026508136737624616,-0.026508136737624616,0.0,-0.05557046057227433,-0.05557046057227433
2010-06-30,"AUD,NOK,NZD","CAD,JPY,SEK",-0.003268158740102223,-0.003268158740102223,0.0,0.01176103851037755,0.01176103851037755
2010-07-31,"AUD,NOK,NZD","CHF,JPY,SEK",0.012859117867669835,0.012792451201003169,0.16666666666666666,0.05505708202368144,0.05505708202368144
2010-08-31,"AUD,NOK,NZD","CHF,JPY,SEK",-0.014384538315609634,-0.014384538315609634,0.0,-0.015742519027374988,-0.015742519027374988
2010-09-30,"AUD,NOK,NZD","CHF,JPY,SEK",0.00928765639425266,0.00928765639425266,0.0,0.055083161205435466,0.055083161205435466
2010-10-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.0009959455208223978,0.0009292788541557311,0.16666666666666666,0.0029107657673377186,0.0029107657673377186
2010-11-30,"AUD,NOK,NZD","CHF,GBP,JPY",0.0007977463433950852,0.0007977463433950852,0.0,-0.020697484534107493,-0.020697484534107493
2010-12-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.008802008374794317,0.008802008374794317,0.0,0.03479108296337417,0.03479108296337417
2011-01-31,"AUD,NOK,NZD","CHF,GBP,JPY",-0.00439470589962169,-0.00439470589962169,0.0,0.004143019837755064,0.004143019837755064
2011-02-28,"AUD,NOK,NZD","CHF,GBP,JPY",0.0010748400993250895,0.0010748400993250895,0.0,0.014199578190446914,0.014199578190446914
2011-03-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.01017360484730434,0.01017360484730434,0.0,0.009585318310240157,0.009585318310240157
2011-04-30,"AUD,NOK,NZD","CHF,GBP,JPY",0.013303801843709304,0.013303801843709304,0.0,0.04618309323659613,0.04618309323659613
2011-05-31,"AUD,NOK,NZD","CHF,GBP,JPY",-0.009057974653729952,-0.009057974653729952,0.0,-0.011910567230300706,-0.011910567230300706
2011-06-30,"AUD,NOK,NZD","CHF,GBP,JPY",0.00433507237750873,0.00433507237750873,0.0,0.0018363266003725595,0.0018363266003725595
2011-07-31,"AUD,NOK,NZD","CHF,GBP,JPY",-0.0021983520966160387,-0.0021983520966160387,0.0,0.020151539654075505,0.020151539654075505
2011-08-31,"AUD,NOK,NZD","CHF,GBP,JPY",-0.003956312762315112,-0.003956312762315112,0.0,-0.009281370895210627,-0.009281370895210627
2011-09-30,"AUD,NOK,NZD","CHF,GBP,JPY",-0.01990364912669275,-0.01990364912669275,0.0,-0.0634902340508313,-0.0634902340508313
2011-10-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.024394731077809192,0.024394731077809192,0.0,0.05163808075964934,0.05163808075964934
2011-11-30,"AUD,NOK,NZD","CHF,GBP,JPY",-0.011561583204660386,-0.011561583204660386,0.0,-0.05485044813797889,-0.05485044813797889
2011-12-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.00562989558427241,0.00562989558427241,0.0,-0.005100256574873785,-0.005100256574873785
2012-01-31,"AUD,NZD,SEK","CHF,GBP,JPY",0.011239237165209068,0.011172570498542402,0.16666666666666666,0.028330346194849643,0.028330346194849643
2012-02-29,"AUD,NZD,SEK","CHF,GBP,JPY",0.016562253812917323,0.016562253812917323,0.0,0.015672995449716218,0.015672995449716218
2012-03-31,"AUD,NOK,NZD","CHF,GBP,JPY",-0.00973214977427011,-0.009798816440936777,0.16666666666666666,-0.01785696787557895,-0.01785696787557895
2012-04-30,"AUD,NZD,SEK","CHF,GBP,JPY",-0.004910895636158624,-0.0049775623028252905,0.16666666666666666,0.006573320444489217,0.006573320444489217
2012-05-31,"AUD,NZD,SEK","CHF,GBP,JPY",-0.021543902090820948,-0.021543902090820948,0.0,-0.05568348307993325,-0.05568348307993325
2012-06-30,"AUD,NZD,SEK","CHF,GBP,JPY",0.018864697928839512,0.018864697928839512,0.0,0.013466939518284963,0.013466939518284963
2012-07-31,"AUD,NZD,SEK","CHF,GBP,JPY",0.017293762519643863,0.017293762519643863,0.0,0.01616002199788195,0.01616002199788195
2012-08-31,"AUD,NZD,SEK","CHF,GBP,JPY",-0.005551406449796304,-0.005551406449796304,0.0,0.0076947383007865845,0.0076947383007865845
2012-09-30,"AUD,NZD,SEK","CHF,GBP,JPY",0.0036844046024992177,0.0036844046024992177,0.0,0.023060048849163833,0.023060048849163833
2012-10-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.0025529218390078936,0.002486255172341227,0.16666666666666666,-0.009238241322837496,-0.009238241322837496
2012-11-30,"AUD,NOK,NZD","CHF,GBP,JPY",0.007859061377768681,0.007859061377768681,0.0,-0.00112717854658141,-0.00112717854658141
2012-12-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.006943409739898833,0.006943409739898833,0.0,0.004402729354520019,0.004402729354520019
2013-01-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.020000561662779283,0.020000561662779283,0.0,0.00043652057061508803,0.00043652057061508803
2013-02-28,"AUD,NOK,NZD","CHF,GBP,JPY",0.0018531546862438804,0.0018531546862438804,0.0,-0.022532934419810746,-0.022532934419810746
2013-03-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.008313519445863319,0.008313519445863319,0.0,-0.007489773693568822,-0.007489773693568822
2013-04-30,"AUD,NOK,NZD","CHF,GBP,JPY",0.004886934027713767,0.004886934027713767,0.0,0.004083496330365039,0.004083496330365039
2013-05-31,"AUD,NOK,NZD","CHF,GBP,JPY",-0.008414961270781044,-0.008414961270781044,0.0,-0.023905262939434315,-0.023905262939434315
2013-06-30,"AUD,NOK,NZD","CHF,GBP,JPY",-0.023973995952054253,-0.023973995952054253,0.0,-0.012888398396482604,-0.012888398396482604
2013-07-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.0008627225487774556,0.0008627225487774556,0.0,0.011512551658320016,0.011512551658320016
2013-08-31,"AUD,NOK,NZD","CHF,GBP,JPY",-0.013112034627334453,-0.013112034627334453,0.0,-0.009920931834086365,-0.009920931834086365
2013-09-30,"AUD,NOK,NZD","CHF,GBP,JPY",0.008465752063815954,0.008465752063815954,0.0,0.029331856955327362,0.029331856955327362
2013-10-31,"AUD,NOK,NZD","CHF,GBP,JPY",0.007973261515130808,0.007973261515130808,0.0,0.003338720282970232,0.003338720282970232
2013-11-30,"AUD,NOK,NZD","CHF,GBP,JPY",-0.009803302304593059,-0.009803302304593059,0.0,-0.0169020390668922,-0.0169020390668922
2013-12-31,"AUD,NOK,NZD","CHF,EUR,JPY",-0.0014839357570309432,-0.0015506024236976099,0.16666666666666666,0.00362639674461983,0.00362639674461983
2014-01-31,"AUD,NOK,NZD","CHF,EUR,JPY",-0.004529536160574882,-0.004529536160574882,0.0,-0.013469822824597497,-0.013469822824597497
2014-02-28,"AUD,NOK,NZD","CHF,EUR,JPY",0.007903645216409301,0.007903645216409301,0.0,0.013700346238366171,0.013700346238366171
2014-03-31,"AUD,NOK,NZD","CHF,EUR,JPY",0.013891839358370595,0.013891839358370595,0.0,0.008797745947412759,0.008797745947412759
2014-04-30,"AUD,NOK,NZD","CHF,EUR,JPY",-0.0029864683181918443,-0.0029864683181918443,0.0,0.0012173832945963697,0.0012173832945963697
2014-05-31,"AUD,NOK,NZD","CHF,EUR,JPY",0.00524710867013496,0.00524710867013496,0.0,-0.0031317229121672835,-0.0031317229121672835
2014-06-30,"AUD,NOK,NZD","CHF,EUR,JPY",0.001680308164901606,0.001680308164901606,0.0,0.005752361414121104,0.005752361414121104
2014-07-31,"AUD,NOK,NZD","CHF,EUR,JPY",-0.0008784678356367481,-0.0008784678356367481,0.0,-0.01822817870112143,-0.01822817870112143
2014-08-31,"AUD,NOK,NZD","CHF,EUR,JPY",0.006550004957664005,0.006550004957664005,0.0,-0.006077675207641637,-0.006077675207641637
2014-09-30,"AUD,NOK,NZD","CHF,EUR,JPY",-0.00825062695282508,-0.00825062695282508,0.0,-0.04391211722840343,-0.04391211722840343
2014-10-31,"AUD,NOK,NZD","CHF,EUR,JPY",-0.00011222086055149151,-0.00011222086055149151,0.0,-0.006615471959887665,-0.006615471959887665
2014-11-30,"AUD,NOK,NZD","EUR,JPY,SEK",0.006629984198391985,0.006563317531725319,0.16666666666666666,-0.02246657817446212,-0.02246657817446212
2014-12-31,"AUD,NOK,NZD","EUR,JPY,SEK",-0.004083602412466839,-0.004083602412466839,0.0,-0.02701650780815849,-0.02701650780815849
2015-01-31,"AUD,NOK,NZD","CHF,JPY,SEK",-0.030771987616518656,-0.030838654283185322,0.16666666666666666,-0.03661235119793814,-0.03661235119793814
2015-02-28,"AUD,NOK,NZD","CHF,JPY,SEK",0.020512209048410335,0.020512209048410335,0.0,0.0025154967411241927,0.0025154967411241927
2015-03-31,"AUD,NOK,NZD","CHF,JPY,SEK",-0.0031021867834797965,-0.0031021867834797965,0.0,-0.022049012360233933,-0.022049012360233933
2015-04-30,"AUD,NOK,NZD","CHF,JPY,SEK",0.010280494755523745,0.010280494755523745,0.0,0.03466092209658453,0.03466092209658453
2015-05-31,"AUD,NOK,NZD","CHF,JPY,SEK",-0.011652713438651223,-0.011652713438651223,0.0,-0.02680130253522696,-0.02680130253522696
2015-06-30,"AUD,NOK,NZD","CHF,JPY,SEK",-0.017464590150821184,-0.017464590150821184,0.0,0.005655577559752458,0.005655577559752458
2015-07-31,"AUD,NOK,NZD","CHF,JPY,SEK",-0.002023787366516705,-0.002023787366516705,0.0,-0.03301412861548382,-0.03301412861548382
2015-08-31,"AUD,NOK,NZD","CHF,JPY,SEK",-0.017204905510209267,-0.017204905510209267,0.0,-0.0010787201866265805,-0.0010787201866265805
2015-09-30,"AUD,NOK,NZD","CHF,JPY,SEK",-0.01028365979325675,-0.01028365979325675,0.0,-0.008490501446756707,-0.008490501446756707
2015-10-31,"AUD,NOK,NZD","CHF,JPY,SEK",0.017785240742477892,0.017785240742477892,0.0,0.0023634125060243427,0.0023634125060243427
2015-11-30,"AUD,NOK,NZD","CHF,JPY,SEK",0.009238342545686024,0.009238342545686024,0.0,-0.02035154021832892,-0.02035154021832892
2015-12-31,"AUD,NOK,NZD","CHF,JPY,SEK",-0.007109834847822497,-0.007109834847822497,0.0,0.015313002199336142,0.015313002199336142
2016-01-31,"AUD,NOK,NZD","CHF,JPY,SEK",-0.005343660575867378,-0.005343660575867378,0.0,-0.014098006703284538,-0.014098006703284538
2016-02-29,"AUD,NOK,NZD","CHF,JPY,SEK",-0.006229588527861868,-0.006229588527861868,0.0,0.007929606547518446,0.007929606547518446
2016-03-31,"AUD,NOK,NZD","CHF,JPY,SEK",0.012758015672097608,0.012758015672097608,0.0,0.04259684920013059,0.04259684920013059
2016-04-30,"AUD,GBP,NZD","CHF,EUR,SEK",0.0029798269154350603,0.002846493582101727,0.3333333333333333,0.013947465872907861,0.013947465872907861
2016-05-31,"AUD,GBP,NZD","CHF,EUR,SEK",-0.0021458310492268474,-0.0021458310492268474,0.0,-0.028016042041383735,-0.028016042041383735
2016-06-30,"AUD,GBP,NZD","CHF,EUR,SEK",0.00491785847265092,0.00491785847265092,0.0,0.010571549231182555,0.010571549231182555
2016-07-31,"AUD,GBP,NZD","CHF,EUR,SEK",0.0013982809063062865,0.0013982809063062865,0.0,-0.011320632181498048,-0.011320632181498048
2016-08-31,"AUD,GBP,NZD","CHF,EUR,SEK",0.0013152996100477682,0.0013152996100477682,0.0,0.00895317477809094,0.00895317477809094
2016-09-30,"AUD,CAD,NZD","CHF,EUR,SEK",-0.0008239672035615033,-0.00089063387022817,0.16666666666666666,0.00787469838510546,0.00787469838510546
2016-10-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.01213851385733914,0.012071847190672474,0.16666666666666666,-0.02660304566785247,-0.02660304566785247
2016-11-30,"AUD,CAD,NZD","CHF,JPY,SEK",0.015932863991856557,0.015932863991856557,0.0,-0.01928652252833824,-0.01928652252833824
2016-12-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.004900185005336507,-0.004900185005336507,0.0,-0.012889550482221204,-0.012889550482221204
2017-01-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.008541378981815085,0.008541378981815085,0.0,0.028727825040470483,0.028727825040470483
2017-02-28,"AUD,CAD,NZD","CHF,JPY,SEK",0.005163303476886653,0.005163303476886653,0.0,-0.007205791537862864,-0.007205791537862864
2017-03-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.0111416105965885,-0.0111416105965885,0.0,-0.0017832210871010748,-0.0017832210871010748
2017-04-30,"AUD,CAD,NZD","CHF,JPY,SEK",-0.013499373336989747,-0.013499373336989747,0.0,0.000855026887950879,0.000855026887950879
2017-05-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.0016262119857396113,0.0016262119857396113,0.0,0.012255677136066949,0.012255677136066949
2017-06-30,"AUD,CAD,NZD","CHF,JPY,SEK",0.009852045216453578,0.009852045216453578,0.0,0.02122414166017286,0.02122414166017286
2017-07-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.012092710936010834,0.012092710936010834,0.0,0.02754699291737127,0.02754699291737127
2017-08-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.0139634883853866,-0.0139634883853866,0.0,-0.0035624995501778566,-0.0035624995501778566
2017-09-30,"AUD,CAD,NZD","CHF,JPY,SEK",0.009579369702182703,0.009579369702182703,0.0,-0.002194800205093673,-0.002194800205093673
2017-10-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.005796641892457904,-0.005796641892457904,0.0,-0.022890150103205584,-0.022890150103205584
2017-11-30,"AUD,CAD,NZD","CHF,JPY,SEK",-0.005305375617472136,-0.005305375617472136,0.0,0.0019579935214746446,0.0019579935214746446
2017-12-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.01260156364839461,0.01260156364839461,0.0,0.011844417485779789,0.011844417485779789
2018-01-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.005602327625664247,-0.005602327625664247,0.0,0.042750272707451575,0.042750272707451575
2018-02-28,"AUD,CAD,NZD","CHF,JPY,SEK",-0.007864650335687593,-0.007864650335687593,0.0,-0.01909524445814824,-0.01909524445814824
2018-03-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.0008733069576274837,0.0008733069576274837,0.0,-0.0032076109362444674,-0.0032076109362444674
2018-04-30,"AUD,CAD,NZD","CHF,JPY,SEK",0.011156925954428971,0.011156925954428971,0.0,-0.0192199615712118,-0.0192199615712118
2018-05-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.00013039011676090843,-0.00013039011676090843,0.0,-0.014567175074912626,-0.014567175074912626
2018-06-30,"AUD,CAD,NZD","CHF,JPY,SEK",-0.005993570161047967,-0.005993570161047967,0.0,-0.018332937046636806,-0.018332937046636806
2018-07-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.0007060692995598753,0.0007060692995598753,0.0,0.010827340210012316,0.010827340210012316
2018-08-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.002824266885463148,-0.002824266885463148,0.0,-0.011218610633732208,-0.011218610633732208
2018-09-30,"AUD,CAD,NZD","CHF,JPY,SEK",-0.001982025847769741,-0.001982025847769741,0.0,0.001194755433845149,0.001194755433845149
2018-10-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.005889607090988107,0.005889607090988107,0.0,-0.019161401541128727,-0.019161401541128727
2018-11-30,"AUD,CAD,NZD","CHF,JPY,SEK",0.008951773811962655,0.008951773811962655,0.0,0.008792457542436726,0.008792457542436726
2018-12-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.021805668129112003,-0.021805668129112003,0.0,-0.006657865620856808,-0.006657865620856808
2019-01-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.017279637112493636,0.017279637112493636,0.0,0.0181903485925559,0.0181903485925559
2019-02-28,"AUD,CAD,NZD","CHF,JPY,SEK",0.005397771595908412,0.005397771595908412,0.0,-0.008812811343584779,-0.008812811343584779
2019-03-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.006858301324356127,-0.006858301324356127,0.0,-0.008763648091154486,-0.008763648091154486
2019-04-30,"AUD,CAD,NZD","CHF,JPY,SEK",0.006635260976939912,0.006635260976939912,0.0,-0.010539362378619953,-0.010539362378619953
2019-05-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.012795262479422993,-0.012795262479422993,0.0,-0.007064105799279383,-0.007064105799279383
2019-06-30,"AUD,CAD,NZD","CHF,JPY,SEK",0.001214939783121708,0.001214939783121708,0.0,0.023355876407750584,0.023355876407750584
2019-07-31,"AUD,CAD,NZD","CHF,JPY,SEK",0.003561972649526451,0.003561972649526451,0.0,-0.019367191678406465,-0.019367191678406465
2019-08-31,"CAD,NOK,NZD","CHF,JPY,SEK",-0.015095889377965289,-0.015162556044631955,0.16666666666666666,-0.012986917335866297,-0.012986917335866297
2019-09-30,"AUD,CAD,NOK","CHF,JPY,SEK",0.0056998107113125215,0.005633144044645855,0.16666666666666666,-0.0019219114116551836,-0.0019219114116551836
2019-10-31,"AUD,CAD,NOK","CHF,JPY,SEK",0.0016950428534098583,0.0016950428534098583,0.0,0.012330492894837945,0.012330492894837945
2019-11-30,"CAD,NOK,NZD","CHF,JPY,SEK",0.0007358503788640507,0.000669183712197384,0.16666666666666666,-0.004707377903046626,-0.004707377903046626
2019-12-31,"CAD,NOK,NZD","CHF,JPY,SEK",0.008552924503939723,0.008552924503939723,0.0,0.025637915313943684,0.025637915313943684
2020-01-31,"CAD,NOK,NZD","CHF,JPY,SEK",-0.008840293184587919,-0.008840293184587919,0.0,-0.01997479982981982,-0.01997479982981982
2020-02-29,"CAD,NOK,NZD","CHF,JPY,SEK",-0.008010923341960182,-0.008010923341960182,0.0,-0.01185755222541212,-0.01185755222541212
2020-03-31,"CAD,NOK,NZD","CHF,JPY,SEK",-0.03265696480525183,-0.03265696480525183,0.0,-0.03604636442425516,-0.03604636442425516
2020-04-30,"AUD,CAD,NZD","CHF,JPY,SEK",0.014974425179211256,0.01490775851254459,0.16666666666666666,0.015640927573463914,0.015640927573463914
2020-05-31,"AUD,CAD,NZD","CHF,JPY,SEK",-0.0008102378316470517,-0.0008102378316470517,0.0,0.01379714231438145,0.01379714231438145
2020-06-30,"AUD,CAD,NZD","CHF,JPY,NOK",0.009509589359215519,0.009442922692548853,0.16666666666666666,0.01574371990462669,0.01574371990462669
2020-07-31,"AUD,CAD,NZD","CHF,JPY,NOK",-0.0054876923219413995,-0.0054876923219413995,0.0,0.0495709943369297,0.0495709943369297
2020-08-31,"AUD,CAD,NZD","CHF,JPY,NOK",0.004727560754922667,0.004727560754922667,0.0,0.012770643330907704,0.012770643330907704
2020-09-30,"AUD,CAD,NZD","CHF,JPY,NOK",0.002011695296709753,0.002011695296709753,0.0,-0.027958699097290134,-0.027958699097290134
2020-10-31,"AUD,CAD,NZD","CHF,JPY,NOK",-0.001141587942586391,-0.001141587942586391,0.0,0.00033066959161049466,0.00033066959161049466
2020-11-30,"AUD,CAD,NZD","CHF,JPY,NOK",0.007198247167833186,0.007198247167833186,0.0,0.03776229208892544,0.03776229208892544
2020-12-31,"CAD,GBP,NZD","CHF,JPY,NOK",-0.000257170335418562,-0.0003238370020852287,0.16666666666666666,0.02659186991363163,0.02659186991363163
2021-01-31,"CAD,GBP,NZD","CHF,JPY,NOK",0.0038614550333130274,0.0038614550333130274,0.0,-0.007523832545494467,-0.007523832545494467
2021-02-28,"CAD,GBP,NZD","CHF,JPY,NOK",0.0154907643364495,0.0154907643364495,0.0,0.008001303491718311,0.008001303491718311
2021-03-31,"CAD,GBP,NZD","CHF,JPY,NOK",0.0016755098135282972,0.0016755098135282972,0.0,-0.029526428943524433,-0.029526428943524433
2021-04-30,"CAD,GBP,NZD","CHF,JPY,NOK",-0.002118714410135839,-0.002118714410135839,0.0,0.03017574003022218,0.03017574003022218
2021-05-31,"CAD,GBP,NZD","CHF,JPY,NOK",0.009039457270289462,0.009039457270289462,0.0,0.0016210502323819413,0.0016210502323819413
2021-06-30,"CAD,GBP,NZD","CHF,JPY,NOK",-0.005344571281509952,-0.005344571281509952,0.0,-0.023244987589811108,-0.023244987589811108
2021-07-31,"CAD,GBP,NZD","CHF,JPY,NOK",0.00023735552372995575,0.00023735552372995575,0.0,-0.0006016558637589813,-0.0006016558637589813
2021-08-31,"CAD,GBP,NZD","CHF,JPY,NOK",-0.002909584143416916,-0.002909584143416916,0.0,-0.007805997371582718,-0.007805997371582718
2021-09-30,"CAD,GBP,NZD","CHF,JPY,NOK",-0.0008432194314873225,-0.0008432194314873225,0.0,-0.016884428493709785,-0.016884428493709785
