cost_bps,NetSharpe,Return
1.0,0.13700928012700153,0.008373800076753857
2.0,0.11861399845002164,0.007250107841769232
5.0,0.0634422163023005,0.003879031136815352
10.0,-0.028427549167790164,-0.0017394300381077805
