label,n_months,cagr,ann_vol,sharpe,sharpe_ci_lo,sharpe_ci_hi,max_dd,win_rate,mean_monthly_ret,tstat,pvalue
BROAD CARRY (net) - In-Sample,152,0.01092518709155188,0.04721786604231521,0.2537944706438674,-0.2750478003935406,0.846399465786563,-0.10514595665348003,0.5526315789473685,0.0009986361097618693,0.9032611409991452,0.367826009924106
BROAD CARRY (net) - Out-of-Sample,78,0.02680938841716274,0.04042365467128038,0.6752968684407705,-0.09818910159282088,1.6447593666090474,-0.06994071211365849,0.6538461538461539,0.0022748306175372304,1.721675954823794,0.0891435399530868
BROAD CARRY (gross) - In-Sample,152,0.011078528044810687,0.04721322627411971,0.25702993042783984,-0.27181770125476157,0.8498393834969882,-0.10500070440248555,0.5526315789473685,0.0010112676887092376,0.9147762267640702,0.3617675822907944
BROAD CARRY (gross) - Out-of-Sample,78,0.027004892743508035,0.04042310352419912,0.6800253875796543,-0.09420425311178271,1.6515359773129472,-0.06982948907793718,0.6538461538461539,0.002290728053434666,1.7337313605035771,0.08696818402166658
BENCHMARK: EW basket 25ccy (net) - In-Sample,152,-0.017449854893016425,0.08489493058277696,-0.16457955730897234,-0.7426496175764149,0.4779636508832705,-0.32705171590365545,0.5263157894736842,-0.0011643308410907807,-0.585742937357523,0.5589227128918844
BENCHMARK: EW basket 25ccy (net) - Out-of-Sample,78,-0.021375307487074724,0.07406353384211573,-0.25470136108281977,-1.0190113881396692,0.2314367592725742,-0.21199614037142045,0.5256410256410257,-0.0015720069063491968,-0.64936360514997,0.5180357510120251
